OTUID	Supergroup	Phylum	Class	Order	Family	Genus	Species	OTUID2	Hub	Cluster
ad88f4f4cd745819ecaa1e52579ff146	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	Ambiguous_taxa	ad88f4f4cd745819ecaa1e52579ff146	Hub	Cluster 2
ae8463313c31ed1c4fa197c805ceb8db	Bacteria	Proteobacteria	Deltaproteobacteria	unassigned	unassigned	unassigned	unassigned	ae8463313c31ed1c4fa197c805ceb8db	Not Hub	Cluster 1
aed281e3711851eb83e09a68463422da	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	uncultured bacterium	aed281e3711851eb83e09a68463422da	Not Hub	Cluster 2
b3eb4d7da7591e1cb6e0bcbbb77837cd	Fungi	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Spizellomycetales-and-Rhizophlyctidales	Spizellomycetales-and-Rhizophlyctidales_sp.	b3eb4d7da7591e1cb6e0bcbbb77837cd	Not Hub	Cluster 2
b89555317bcb7b822c5cd291acaca9e0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	unassigned	b89555317bcb7b822c5cd291acaca9e0	Not Hub	Cluster 1
ba29f3dd5d894cc259e6bde49cae3178	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured bacterium	ba29f3dd5d894cc259e6bde49cae3178	Not Hub	Cluster 1
ba2cc2db8a1855ea15d2939200d2c131	Rhizaria	Cercozoa	Filosa-Imbricatea	Spongomonadida	Spongomonadidae	Spongomonas	unassigned	ba2cc2db8a1855ea15d2939200d2c131	Not Hub	Cluster 1
babc444bb387b0bb93a28486642f0010	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_sp.	babc444bb387b0bb93a28486642f0010	Not Hub	Cluster 1
bac7f39772065f7af6336d5c2beafff3	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	uncultured	unassigned	bac7f39772065f7af6336d5c2beafff3	Not Hub	Cluster 1
bb12c82428b6bd6c69d16afc7823e40d	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma-lineage_X	Rhogostoma-lineage_X_sp.	bb12c82428b6bd6c69d16afc7823e40d	Not Hub	Cluster 1
bc1fe5c041272af401d132ce3c45ab02	Fungi	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Spizellomycetales-and-Rhizophlyctidales	Spizellomycetales-and-Rhizophlyctidales_sp.	bc1fe5c041272af401d132ce3c45ab02	Not Hub	Cluster 2
c16ef4ce0f509cd50ad14de7959544c9	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured bacterium	c16ef4ce0f509cd50ad14de7959544c9	Not Hub	Cluster 1
c6f26ad903b44a3bf25098a616632f51	Fungi	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	unassigned	unassigned	c6f26ad903b44a3bf25098a616632f51	Not Hub	Cluster 2
c799e0521751b9ef87ed83ce5cd5b20f	Stramenopiles	Stramenopiles_X	Oomycota	Oomycota_X	Peronosporales	Phytophthora	unassigned	c799e0521751b9ef87ed83ce5cd5b20f	Not Hub	Cluster 1
c873ce0ca1bc8126d534983ec5c8cda1	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	Ambiguous_taxa	c873ce0ca1bc8126d534983ec5c8cda1	Not Hub	Cluster 1
c88b286f1487dca9481eae5eaea499b0	Fungi	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Cochliobolus	unassigned	c88b286f1487dca9481eae5eaea499b0	Not Hub	Cluster 2
ca547db9faee11e0563f4dad4ae6cb2c	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Elegia	Elegia_sp.	ca547db9faee11e0563f4dad4ae6cb2c	Not Hub	Cluster 1
caeb3f911fa8909116a26546aea94ea9	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_X	Raphid-pennate_X_sp.	caeb3f911fa8909116a26546aea94ea9	Not Hub	Cluster 1
cc4ac01d8e29d2a9e67e39ce08994e3b	Fungi	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_X	Tremellomycetes_X_sp.	cc4ac01d8e29d2a9e67e39ce08994e3b	Not Hub	Cluster 1
cdd9ba279844e0bbe44164c4d4ad9921	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	uncultured Xanthomonadaceae bacterium	cdd9ba279844e0bbe44164c4d4ad9921	Not Hub	Cluster 1
ce0308a03aeed5599b34f9b516c40965	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	unassigned	ce0308a03aeed5599b34f9b516c40965	Hub	Cluster 2
ce2978f69131fd867118f94afa83ecc2	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	uncultured bacterium	uncultured bacterium	uncultured bacterium	ce2978f69131fd867118f94afa83ecc2	Not Hub	Cluster 1
d0d88cea8abf6fd328588be0f040337d	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma-lineage_X	Rhogostoma-lineage_X_sp.	d0d88cea8abf6fd328588be0f040337d	Not Hub	Cluster 2
d15337856e869be5ed3c423b8a4ae169	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	unassigned	d15337856e869be5ed3c423b8a4ae169	Not Hub	Cluster 2
d3a22f33cc7e0d935e85ef685e3a46b5	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	uncultured archaeon	uncultured archaeon	d3a22f33cc7e0d935e85ef685e3a46b5	Not Hub	Cluster 1
d4f3b316368ae91176fb2a0b9d4a6a99	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	unassigned	unassigned	d4f3b316368ae91176fb2a0b9d4a6a99	Not Hub	Cluster 1
d56c56f94e2a5a7dce1483f652f61bfe	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unassigned	d56c56f94e2a5a7dce1483f652f61bfe	Not Hub	Cluster 1
d7c57f839bd682cc28a06c50224d9685	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	Ambiguous_taxa	d7c57f839bd682cc28a06c50224d9685	Not Hub	Cluster 2
d9e0e11d7ccb2b4783409c01ccc55eeb	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	unassigned	unassigned	d9e0e11d7ccb2b4783409c01ccc55eeb	Not Hub	Cluster 1
da3b250d28bcd2526612085fa67547be	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	unassigned	unassigned	da3b250d28bcd2526612085fa67547be	Not Hub	Cluster 1
dc9224ce16490377a222453ae8f7acf7	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ramlibacter	unassigned	dc9224ce16490377a222453ae8f7acf7	Not Hub	Cluster 1
dc9ccd4a3093bb939831f5610f6d445c	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured bacterium	dc9ccd4a3093bb939831f5610f6d445c	Not Hub	Cluster 1
decb0435707ff57b8e00dab27abff7b5	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	uncultured bacterium	decb0435707ff57b8e00dab27abff7b5	Not Hub	Cluster 1
e01f583335a57202782da4c45be21193	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	uncultured bacterium	e01f583335a57202782da4c45be21193	Not Hub	Cluster 1
e18880b5e468f9e5fd9f6a70c66e8f73	Fungi	Fungi	Mucoromycota	Mucoromycotina	Mucoromycotina_X	Mucoromycotina_XX	Mucoromycotina_XX_sp.	e18880b5e468f9e5fd9f6a70c66e8f73	Hub	Cluster 1
e1ceb643cce61aa2441e8896bc89b67c	Stramenopiles	Stramenopiles_X	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.	e1ceb643cce61aa2441e8896bc89b67c	Not Hub	Cluster 2
e1d2b9191d37f16d76292a3f0f8b2096	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	unassigned	e1d2b9191d37f16d76292a3f0f8b2096	Not Hub	Cluster 1
e29cf5a2af76f5e7a2e54ea9b4039df0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ramlibacter	Ambiguous_taxa	e29cf5a2af76f5e7a2e54ea9b4039df0	Not Hub	Cluster 2
e3be67174f901b99db980b9fa9b728e9	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	unassigned	e3be67174f901b99db980b9fa9b728e9	Not Hub	Cluster 2
e56e38e25a8683b24e4e51cd8ebfced5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Ambiguous_taxa	e56e38e25a8683b24e4e51cd8ebfced5	Not Hub	Cluster 2
e5ba8f3c253dc64b003e1049a2cd9de9	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	uncultured	Ambiguous_taxa	e5ba8f3c253dc64b003e1049a2cd9de9	Hub	Cluster 1
e7c2a163c3fe26566bf2760d399477ad	Fungi	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	unassigned	unassigned	e7c2a163c3fe26566bf2760d399477ad	Not Hub	Cluster 2
e7d27b92f53ca20e89f12ab60fe77511	Fungi	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X	Chytridiomycetes_X_sp.	e7d27b92f53ca20e89f12ab60fe77511	Hub	Cluster 2
e967796dadd1f1f608837f2455fa5e22	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	unassigned	e967796dadd1f1f608837f2455fa5e22	Not Hub	Cluster 1
e9aabf71229c260c9527010fe4ff2994	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	unassigned	e9aabf71229c260c9527010fe4ff2994	Not Hub	Cluster 2
eedd9c9a90e1cedda72911e2b134ecf7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unassigned	eedd9c9a90e1cedda72911e2b134ecf7	Not Hub	Cluster 1
f08b136dbcc5b2dd764c15ddd0245b21	Fungi	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhyzophidiales_X	Rhyzophidiales_X_sp.	f08b136dbcc5b2dd764c15ddd0245b21	Not Hub	Cluster 2
f4503842adeac720f5a1ac3d42cd21f0	Fungi	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Mariannaea	Mariannaea_elegans_var._punicea	f4503842adeac720f5a1ac3d42cd21f0	Not Hub	Cluster 2
f5206aea8b99abe700bdf6eb3b8008c5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium	f5206aea8b99abe700bdf6eb3b8008c5	Not Hub	Cluster 1
f5a1e14eb5f13918065a5ba7ebe2dcc9	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured bacterium	f5a1e14eb5f13918065a5ba7ebe2dcc9	Not Hub	Cluster 2
f6e1374dca2c67316ffcb13b4e2eea51	Stramenopiles	Stramenopiles_X	MAST	MAST-12	MAST-12C	MAST-12C_X	MAST-12C_X_sp.	f6e1374dca2c67316ffcb13b4e2eea51	Not Hub	Cluster 2
fa7009cb17c4da803a4fac9e756701d1	Choanoflagellida	Choanoflagellida	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C2	Salpingoecidae_Group_C2_X	Salpingoecidae_Group_C2_X_sp.	fa7009cb17c4da803a4fac9e756701d1	Not Hub	Cluster 1
fbeef53b38ac0e8c6e704675ea178287	Fungi	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	unassigned	unassigned	fbeef53b38ac0e8c6e704675ea178287	Not Hub	Cluster 2
fc96112f246bf78c29d595907e9c9bfc	Fungi	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X	Chytridiomycetes_X_sp.	fc96112f246bf78c29d595907e9c9bfc	Not Hub	Cluster 1
fdd76ccf0c6d82dc529fc5d28877c33f	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Leptothrix	unassigned	fdd76ccf0c6d82dc529fc5d28877c33f	Not Hub	Cluster 1
fe059d043b9578500ac6af4e9bb1c431	Fungi	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetes_X	Dothideomycetes_X_sp.	fe059d043b9578500ac6af4e9bb1c431	Not Hub	Cluster 1
ffd05b78e1c91d5b0ae68a1f1e5f9fb2	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ramlibacter	uncultured bacterium	ffd05b78e1c91d5b0ae68a1f1e5f9fb2	Not Hub	Cluster 2
ffd66cbdb5a764bf608fd905c3c2ad25	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	unassigned	ffd66cbdb5a764bf608fd905c3c2ad25	Not Hub	Cluster 1
